,2,3,4
0,0.9964772050872295,0.9954799499359425,0.9930320491800355
1,0.9980776319709478,0.9997194963140926,0.998249767590263
2,0.9979682329134083,0.9996226263145169,0.998453892932641
3,0.9974559838167858,0.9998075370431512,0.9988710947973549
4,0.9994607955953604,0.9901363201157442,0.9931079109229511
5,0.9996133896690403,0.999501473013179,0.9995895338437132
6,0.9999698022992454,0.9973154078376494,0.9935942433449699
7,0.9998583588376568,0.9998869648407681,0.9999321711798791
8,0.9999770015333569,0.9964733125341425,0.9983699121993809
9,0.9995789354882203,0.9996502159742623,0.9909454341263387
10,0.9984406385064403,0.9999509099122358,0.9996685119301286
11,0.9998534887793925,0.9810606969998934,0.9999168883668712
12,0.9950843065200823,0.9997888575842016,0.9989152744110259
13,0.9994658876794293,0.9999804802722077,0.9986792016719415
14,0.999824926117788,0.9989028645076681,0.9941301051402043
15,0.9860887336133661,0.9803291646068797,0.9990382441260192
16,0.9903256293117062,0.9999663089865298,0.990017898024496
17,0.9998844728232853,0.9999882531029354,0.9999954487759576
18,0.9999399035625136,0.9920668447043743,0.9998861581189783
19,0.994160973699632,0.9998706986990683,0.9934468073717224
20,0.9998928501539094,0.9999004020452289,0.9987453168568069
21,0.987431910259221,0.9984649108832533,0.9864879115796007
22,0.9986990252094147,0.9958308330331797,0.9997119174091778
23,0.9794946630397215,0.9998630642775108,0.9977455202224239
24,0.9988356739837921,0.9998873468773651,0.9994951092006099
25,0.9973478223223804,0.9999276383844573,0.9970824545628542
26,0.9995018552406425,0.9988799020509722,0.9998970929096825
27,0.9998636691721259,0.9974440079901784,0.9997659861481012
28,0.9999811557327511,0.997636272339929,0.999519239185559
29,0.9993078446084491,0.9859949274449471,0.9999786118876891
