31.44
30.5
30.66
31.03
31.12
31.19
30.54
30.47
30.59
31.29
31.6
31.72
30.79
30.63
31.1
32.28
33.43
33.92
33.19
33.45
33.49
34.27
35.52
35.0
34.58
34.27
34.03
33.38
33.69
34.03
33.97
34.16
33.96
35.67
36.24
36.79
38.1
37.17
38.14
38.78
38.94
39.48
40.77
40.41
39.57
39.55
39.42
37.91
39.2
38.05
